0,1,2,3,4,5,6,7,8,9,10,quality
0.039446581,0.001521511,0.002028681,0.116649177,0.000253585,0.253585166,0.957988406,0.005640861,0.016905678,0.002535852,0.049589988,Good
0.047267221,0.00225082,0.002550929,0.012004374,0.000367634,0.105038269,0.990360819,0.007457717,0.02475902,0.003676339,0.071275968,Good
0.078911685,0.002727811,0.003896873,0.067221065,0.000487109,0.292265502,0.944991788,0.009694447,0.031759518,0.004286561,0.098396052,Good
0.037411515,0.00119509,0.001662734,0.044166372,0.000301371,0.244214057,0.966464141,0.005173181,0.01657538,0.002078418,0.051440833,Good
0.037411515,0.00119509,0.001662734,0.044166372,0.000301371,0.244214057,0.966464141,0.005173181,0.01657538,0.002078418,0.051440833,Good
0.078911685,0.002727811,0.003896873,0.067221065,0.000487109,0.292265502,0.944991788,0.009694447,0.031759518,0.004286561,0.098396052,Good
0.044300348,0.00228647,0.001143235,0.050016522,0.000321535,0.214356523,0.971749571,0.007108777,0.022721791,0.003358252,0.068594087,Good
0.039446581,0.001521511,0.002028681,0.116649177,0.000253585,0.253585166,0.957988406,0.005640861,0.016905678,0.002535852,0.049589988,Good
0.047267221,0.00225082,0.002550929,0.012004374,0.000367634,0.105038269,0.990360819,0.007457717,0.02475902,0.003676339,0.071275968,Good
0.061011598,0.001657105,0.003238887,0.011298444,0.000331421,0.21090429,0.971666193,0.007485596,0.024253993,0.003389533,0.082855257,Good
0.123349126,0.004111638,0.006243598,0.022081016,0.000502533,0.167511159,0.95938209,0.015088187,0.045532579,0.008527841,0.182739446,Average
0.077333145,0.002068212,0.00359689,0.03776735,0.000314728,0.152867845,0.980152653,0.008944567,0.02823559,0.00476588,0.087224594,Average
0.101372448,0.002309752,0.004747824,0.015398347,0.000513278,0.205311287,0.96239666,0.0127293,0.040805618,0.008084132,0.138585119,Average
0.043550799,0.001055777,0.002639442,0.009897909,0.000290339,0.316733086,0.943600652,0.006540538,0.023359065,0.003431275,0.081822714,Good
0.046537186,0.002354894,0.003476272,0.10793263,0.000224276,0.229882484,0.964385056,0.005608011,0.016708532,0.003756616,0.054386832,Average
0.056770561,0.001462272,0.003268608,0.0129024,0.000275251,0.240844802,0.96337921,0.008527626,0.0279552,0.00473088,0.098058241,Good
0.060493347,0.004609017,0.000384085,0.01056233,0.000441697,0.288063556,0.950609734,0.009532983,0.031110864,0.003456763,0.092180338,Good
0.075843567,0.00807367,0.00587176,0.0146794,0.000354752,0.354752168,0.917462503,0.012100719,0.040735335,0.004770805,0.156580267,Good
0.042921129,0.001972052,0.002436064,0.006380168,0.000191405,0.098602594,0.991826095,0.005752011,0.018096476,0.003074081,0.065541724,Good
0.047099623,0.00224629,0.001014453,0.054345719,0.000318828,0.246367258,0.963730743,0.007213488,0.023332429,0.003623048,0.06883791,Average
0.075843567,0.00807367,0.00587176,0.0146794,0.000354752,0.354752168,0.917462503,0.012100719,0.040735335,0.004770805,0.156580267,Good
0.0611698,0.002962912,0.003631957,0.027717566,0.000363196,0.181597844,0.974893687,0.009473673,0.030298167,0.003345223,0.105135594,Good
0.052560397,0.002009662,0.003246377,0.013140099,0.000378744,0.316908278,0.942995363,0.007675364,0.026821262,0.003710146,0.081159437,Good
0.044623718,0.003933933,0.000822016,0.008807313,0.000434494,0.146788545,0.98641902,0.005834551,0.017908202,0.002994486,0.054605339,Average
0.046008505,0.001882166,0.002858104,0.009062281,0.000362491,0.111535769,0.989879953,0.006936828,0.023840771,0.003276363,0.069709856,Good
0.027798111,0.00099279,0.001270771,0.035740429,0.000182673,0.222384892,0.972933901,0.003953289,0.012906266,0.001985579,0.041300051,Good
0.045794009,0.001592835,0.002322884,0.006636813,0.000345114,0.23228845,0.968974677,0.006590355,0.022897004,0.002920198,0.066368129,Good
0.048129725,0.001925189,0.002681513,0.059818373,0.000350659,0.220021602,0.969470182,0.00684886,0.023239782,0.003644108,0.072194588,Good
0.055286675,0.002017217,0.003586163,0.008218289,0.000351145,0.127009929,0.986194739,0.00740692,0.02383304,0.003660874,0.086665598,Good
0.059621409,0.00264984,0.00298107,0.016561502,0.000273265,0.306387794,0.944005635,0.008202912,0.025670329,0.005879333,0.10185324,Good
0.058857524,0.001661859,0.002700522,0.072013911,0.000304674,0.138488291,0.983266868,0.006906411,0.022158127,0.00366994,0.069244146,Good
0.167840743,0.002831049,0.006875404,0.022243954,0.000849315,0.141552434,0.950423483,0.020088313,0.070169564,0.00808871,0.206262118,Good
0.070085843,0.002367765,0.003409582,0.019415673,0.000473553,0.293602856,0.947105986,0.009395291,0.030212681,0.004167266,0.102287446,Good
0.049524359,0.000958536,0.002715852,0.0119817,0.000359451,0.34347539,0.934572574,0.007939074,0.027318275,0.004073778,0.071890198,Good
0.031977026,0.001488586,0.001102656,0.082423542,0.000242584,0.121292169,0.98687719,0.00549233,0.018579755,0.002039914,0.05623546,Average
0.058072699,0.002227446,0.003420721,0.013523779,0.000636413,0.167058448,0.978485196,0.00787959,0.025376974,0.003341169,0.101826102,Average
0.042851139,0.002571068,0.001516271,0.035599407,0.000336217,0.164812071,0.982279945,0.006548972,0.021359644,0.002307369,0.065924829,Average
0.048682828,0.002295048,0.002225501,0.008345628,0.000368599,0.264278209,0.959747181,0.006889316,0.021768179,0.001947313,0.077892525,Good
0.046460923,0.001527482,0.002482159,0.114242954,0.000362777,0.286402949,0.948311985,0.006363874,0.020430077,0.002291224,0.054734786,Average
0.046460923,0.001527482,0.002482159,0.114242954,0.000362777,0.286402949,0.948311985,0.006363874,0.020430077,0.002291224,0.054734786,Average
0.039287219,0.001348666,0.002286868,0.01465941,0.001008567,0.369417136,0.926474723,0.005826822,0.018236306,0.002110955,0.055119382,Good
0.039500287,0.001414936,0.00229927,0.017097139,0.001019933,0.371420606,0.925603733,0.005858423,0.018276252,0.002004492,0.055418313,Good
0.042923814,0.001900912,0.001594313,0.045376604,0.000423106,0.171695257,0.981115752,0.006103766,0.019193077,0.002820708,0.06009334,Good
0.042303718,0.001538317,0.001730607,0.008973516,0.00036535,0.211518591,0.974267449,0.006367351,0.020639087,0.003589406,0.060891716,Good
0.04241354,0.001455987,0.001645899,0.008862531,0.000379823,0.208902512,0.974878388,0.006288599,0.020510428,0.003545012,0.060138602,Good
0.043083659,0.001047981,0.001804856,0.008150963,0.000337683,0.221240412,0.972293388,0.005781943,0.018397887,0.003085722,0.058221161,Good
0.028729866,0.002085232,0.001204801,0.020388937,0.000291933,0.291932511,0.954572972,0.004606046,0.015152687,0.002409602,0.045411724,Average
0.02864148,0.002125013,0.001154898,0.020326212,0.000304893,0.286414805,0.956255881,0.004591414,0.015013679,0.002402189,0.045272018,Average
0.042923814,0.001900912,0.001594313,0.045376604,0.000423106,0.171695257,0.981115752,0.006103766,0.019193077,0.002820708,0.06009334,Good
0.044815284,0.001234044,0.002273239,0.032474843,0.000435163,0.207838997,0.9742453,0.006462494,0.021823095,0.003117585,0.063650693,Average
0.040831508,0.001077498,0.001758023,0.009073668,0.000351605,0.175802325,0.981090395,0.005623973,0.018997993,0.002495259,0.0663512,Good
0.05050781,0.001913175,0.002219283,0.008417968,0.000520384,0.298455244,0.948934621,0.007586885,0.025560013,0.004438565,0.084179684,Good
0.07238816,0.001868082,0.003852918,0.012843061,0.000665504,0.245185704,0.957391796,0.01157043,0.038762692,0.005370734,0.127263056,Good
0.055374453,0.001557407,0.00302829,0.008652258,0.000389352,0.337438076,0.934443902,0.008575253,0.028638975,0.00302829,0.094309616,Good
0.049321091,0.00145062,0.00427933,0.006527791,0.001066206,0.275617861,0.957409412,0.00720233,0.02212196,0.002756179,0.066003225,Good
0.035629767,0.001290934,0.001807307,0.006712855,0.000201386,0.149748297,0.986273267,0.005116228,0.016162489,0.002685142,0.056801078,Good
0.033198919,0.000968302,0.001567727,0.054870436,0.000198271,0.170605557,0.98213469,0.004593439,0.014247869,0.00230548,0.044265225,Good
0.038418867,0.001216597,0.001664818,0.079398991,0.000307351,0.320157222,0.941262232,0.006385216,0.021130377,0.002305132,0.056987985,Good
0.079519621,0.004578402,0.001807264,0.055422766,0.000530131,0.301210687,0.939777345,0.011965293,0.03747061,0.004578402,0.12289396,Good
0.06161583,0.001665293,0.002997527,0.009991756,0.000316406,0.366364394,0.92423745,0.008264848,0.027976917,0.002830998,0.082431989,Good
0.053452732,0.001729353,0.001886567,0.03851741,0.000723184,0.235820876,0.966865592,0.007822178,0.023817908,0.00361592,0.067601985,Good
0.038418867,0.001216597,0.001664818,0.079398991,0.000307351,0.320157222,0.941262232,0.006385216,0.021130377,0.002305132,0.056987985,Good
0.045897046,0.003081659,0.00045897,0.007212393,0.000229485,0.111464255,0.990064851,0.00649771,0.019801297,0.002229285,0.068845569,Average
0.079519621,0.004578402,0.001807264,0.055422766,0.000530131,0.301210687,0.939777345,0.011965293,0.03747061,0.004578402,0.12289396,Good
0.056892307,0.00189641,0.002133462,0.011062393,0.000300265,0.24495299,0.964008542,0.007844027,0.024890384,0.003634786,0.081387606,Good
0.050000871,0.00282263,0.00024194,0.009677588,0.000516138,0.233875042,0.967758793,0.00801143,0.025968194,0.004354915,0.073388375,Average
0.050040644,0.002032901,0.001876524,0.050040644,0.000312754,0.211108967,0.969537477,0.007743008,0.025176699,0.003831237,0.098517518,Good
